1236.0,-1172.0
1182.6015887325216,-1186.5217285445233
1070.0,-1217.0
1001.0898141619612,-1235.6213903930607
903.0,-1262.0
817.9173738177842,-1284.6451520324806
734.0,-1307.0
632.9748388010302,-1334.2360520733826
564.0,-1353.0
446.06510919190015,-1385.3077959968423
392.0,-1400.0
257.8207010364712,-1435.8816701383003
220.0,-1446.0
68.08107048194692,-1487.0044323202605
46.0,-1493.0
-120.66124821518724,-1538.2943133765505
-127.0,-1540.0
-303.0,-1587.0
-312.61361249121046,-1589.5922372047096
-479.0,-1635.0
-504.5985180482377,-1642.0072812449162
-655.0,-1683.0
-696.5596812117961,-1694.1796495910608
-831.0,-1730.0
-888.9677536835538,-1745.4186168771432
-1007.0,-1777.0
-1077.6185266778707,-1796.2402357234155
-1182.0,-1825.0
-1291.3865912447286,-1855.194648246185
-1399.0,-1885.0
-1515.4971599578773,-1917.4998369338489
-1588.0,-1938.0
-1709.2821165333912,-1972.868713000097
-1763.0,-1988.0
-1899.1137730951878,-2024.7774175882853
-1937.0,-2035.0
-2087.097397859812,-2076.113457467638
-2094.0,-2078.0
-2256.0,-2122.0
-2263.538859247102,-2124.056351885713
-2399.0,-2161.0
-2419.235357496781,-2166.394521834907
-2529.0,-2195.0
-2544.6543167451687,-2198.9551899967073
-2576.0,-2206.0
-2603.94952372891,-2212.152419671583
-2681.0,-2228.0
-2722.024448467838,-2234.3965338003895
-2776.0,-2240.0
-2821.412400246596,-2242.713585726425
-2866.0,-2243.0
-2916.76204987446,-2239.457252421357
-2951.0,-2235.0
-3006.8026895676144,-2224.500934860561
-3032.0,-2218.0
-3090.482251030853,-2197.4373666636207
-3107.0,-2190.0
-3155.054094883107,-2163.623714278704
-3176.0,-2150.0
-3224.9183740880235,-2112.646647029302
-3238.0,-2101.0
-3284.583938972516,-2051.3032522897693
-3291.0,-2043.0
-3333.268048814441,-1976.0912407293472
-3335.0,-1973.0
-3377.0,-1893.0
-3379.106528128278,-1888.9294243260938
-3420.0,-1811.0
-3426.391932818925,-1799.1535962175562
-3467.0,-1726.0
-3478.592854252413,-1705.7638032230595
-3518.0,-1640.0
-3536.6642569578476,-1611.081650394762
-3578.0,-1550.0
-3605.060396055527,-1510.8036258727489
-3644.0,-1455.0
-3678.8145099519065,-1405.3392107078755
-3713.0,-1356.0
-3755.5418882169993,-1292.8721814107566
-3784.0,-1250.0
-3832.896574260752,-1175.6936316944375
-3855.0,-1142.0
-3911.9951648101433,-1055.2033007219643
-3928.0,-1031.0
-3992.379841173321,-934.4620837627522
-4002.0,-920.0
-4077.1217749591183,-806.3607105541696
-4080.0,-802.0
-4160.0,-681.0
-4164.422870349793,-674.3409355844237
-4242.0,-558.0
-4254.036592494468,-539.9636456635371
-4325.0,-433.0
-4344.584855123601,-402.94181763719797
-4401.0,-316.0
-4436.275427595132,-262.84589706484144
-4487.0,-187.0
-4530.78470645647,-120.65234906677787
-4574.0,-55.0
-4626.354060095524,23.946525534290362
-4662.0,78.0
-4722.383050150865,171.00936157941717
-4750.0,214.0
-4834.429619346967,347.25439927813306
-4838.0,353.0
-4924.0,495.0
-4927.837094188906,501.5211938067787
-5007.0,640.0
-5018.139638826418,660.0984032031843
-5088.0,789.0
-5106.290247440127,823.1679537662988
-5168.0,940.0
-5192.980634062522,988.4532331934367
-5246.0,1093.0
-5264.062879213985,1128.7815654908454
-5324.0,1248.0
-5349.123417066929,1298.2087629643263
-5402.0,1404.0
-5434.703244432947,1469.143995243045
-5481.0,1562.0
-5520.0062425820815,1642.1209202975897
-5558.0,1721.0
-5603.835585868444,1816.0797533338798
-5635.0,1881.0
-5687.817797978169,1991.9528971112402
-5712.0,2043.0
-5772.1342815650905,2170.308205078644
-5789.0,2206.0
-5856.231818349476,2348.21357761722
-5866.0,2369.0
-5940.14875726982,2527.0355208645365
-5943.0,2533.0
-6023.0,2697.0
-6027.383794280704,2705.9743198974784
-6104.0,2861.0
-6131.5670163397,2913.2611879893584
-6191.0,3019.0
-6230.593163023066,3084.7888051366217
-6288.0,3176.0
-6339.04730435044,3254.8780634330624
-6389.0,3330.0
-6451.1012880807075,3420.4337789982155
-6494.0,3480.0
-6571.858783673993,3581.4453882144867
-6607.0,3625.0
-6697.2590907431995,3730.9008783090126
-6727.0,3764.0
-6867.752461517764,3914.7742453923966
-6887.0,3935.0
-7011.430584623434,4063.3475966357037
-7016.0,4068.0
-7134.0,4187.0
-7152.4164071772975,4205.313999666446
-7265.0,4316.0
-7319.151484845164,4368.92300305137
-7396.0,4444.0
-7462.451949133787,4509.168071751074
-7527.0,4572.0
-7602.313179994067,4643.81280301063
-7651.0,4690.0
-7727.684951719518,4763.227010880932
-7761.0,4795.0
-7839.864894547618,4869.817899249257
-7861.0,4890.0
-7934.394520363166,4960.83646250701
-7944.0,4970.0
-7998.363390499634,5020.536507314705
-8001.0,5023.0
-8064.0,5083.0
-8077.837898999003,5096.458862915253
-8121.0,5140.0
-8128.011495674658,5147.576330545765
-8165.0,5192.0
-8173.421999688209,5203.843397080869
-8197.0,5243.0
-8205.174643944147,5259.470078087713
-8219.0,5294.0
-8225.149511502666,5314.9718576841005
-8231.0,5344.0
-8233.493034443529,5367.650975909638
-8233.0,5390.0
-8227.734057085168,5416.128092985267
-8222.0,5433.0
-8208.917085056011,5460.505398675183
-8202.0,5472.0
-8182.056387645777,5498.477429797826
-8176.0,5505.0
-8150.002985196012,5527.138661428977
-8146.0,5530.0
-8114.232443985415,5549.346190822123
-8113.0,5550.0
-8078.0,5566.0
-8075.983801980519,5566.779462007688
-8039.0,5579.0
-8032.9907855812835,5580.704493672985
-7996.0,5590.0
-7985.254127276821,5592.442410563427
-7949.0,5600.0
-7932.736035761102,5603.071712847582
-7898.0,5609.0
-7875.593953184748,5612.351048749206
-7843.0,5617.0
-7812.640566477871,5621.576093055484
-7782.0,5626.0
-7743.066862599662,5630.857663683101
-7716.0,5634.0
-7666.882882576027,5639.558113767064
-7644.0,5642.0
-7573.0,5649.0
-7568.941747912308,5649.3951049874695
-7489.0,5657.0
-7476.94794969032,5658.039734042615
-7397.0,5664.0
-7370.103551667546,5665.6844274516425
-7273.0,5671.0
-7237.415433125407,5672.5851259895235
-7169.0,5675.0
-7124.753393008152,5676.379864551567
-7059.0,5678.0
-7000.558301482872,5678.756263279021
-6942.0,5679.0
-6870.692271314057,5678.735182608219
-6821.0,5678.0
-6734.176785969289,5675.499023629984
-6693.0,5674.0
-6592.175223884538,5669.691289727859
-6562.0,5668.0
-6444.7424359341285,5659.5003166326205
-6426.0,5658.0
-6318.28317183072,5648.913067689483
-6287.0,5646.0
-6163.04704332569,5633.107207535874
-6144.0,5631.0
-6004.0074629399105,5614.731329974999
-5998.0,5614.0
-5850.0,5595.0
-5842.491655410594,5593.975673904848
-5698.0,5573.0
-5676.451583057035,5569.636287279424
-5545.0,5548.0
-5508.118015397601,5541.744908294637
-5388.0,5521.0
-5336.738574331937,5512.019718981432
-5231.0,5493.0
-5163.9957876890585,5480.331135084121
-5070.0,5462.0
-4988.1896388329205,5445.80333030539
-4909.0,5430.0
-4810.914531438027,5410.363842374742
-4745.0,5397.0
-4600.795833846844,5367.240339130737
-4580.0,5363.0
-4420.544730062798,5331.284119208163
-4414.0,5330.0
-4220.0,5292.0
-4209.520701306413,5289.921111579832
-4036.0,5255.0
-3979.377340846724,5243.541492200539
-3866.0,5221.0
-3794.9033556203613,5207.599329886592
-3695.0,5190.0
-3606.690246484676,5175.935777973495
-3521.0,5163.0
-3415.900653705609,5147.307776129739
-3346.0,5137.0
-3225.93063279832,5119.57253918592
-3187.0,5114.0
-3033.426071871037,5092.30910975996
-3010.0,5089.0
-2839.290241273041,5064.992624846618
-2832.0,5064.0
-2654.0,5041.0
-2645.155697267626,5039.926079285893
-2479.0,5021.0
-2454.8270333250975,5018.43190934564
-2306.0,5004.0
-2262.8547961743297,5000.4020444267135
-2115.0,4990.0
-2055.6663553207572,4986.880065909299
-1935.0,4982.0
-1860.7784481892797,4979.182482997321
-1755.0,4975.0
-1664.7803232965484,4970.879172380022
-1575.0,4967.0
-1470.1031683288656,4963.697818522135
-1400.0,4962.0
-1317.856039915373,4960.378361052909
-1241.0,4959.0
-1152.592507358249,4957.246197740955
-1096.0,4956.0
-1007.542680950417,4953.8279667593715
-969.0,4953.0
